Image Tag,Num Patches,Patches List
junkdog-artemis-odb-76185328,2,"['Insecure Link', 'Insecure Link']"
junkdog-artemis-odb-80146605,2,"['Insecure Link', 'Insecure Link']"
yamcs-yamcs-108219382,1,['Maven TLS Failure']
yamcs-yamcs-110947465,2,"['Maven TLS Failure', 'Unavailable PPAs']"
yamcs-yamcs-116586707,1,['Maven TLS Failure']
yamcs-yamcs-160476934,1,['Maven TLS Failure']
yamcs-yamcs-163038984,1,['Maven TLS Failure']
yamcs-yamcs-168666695,1,['Maven TLS Failure']
yamcs-yamcs-166980116,1,['Maven TLS Failure']
yamcs-yamcs-186324159,1,['Maven TLS Failure']
yamcs-yamcs-173940648,1,['Maven TLS Failure']
yamcs-yamcs-190541095,1,['Maven TLS Failure']
HubSpot-Singularity-85748309,1,['Insecure Link']
HubSpot-Singularity-85747664,1,['Insecure Link']
yamcs-yamcs-221289974,1,['Maven TLS Failure']
yamcs-yamcs-222112569,1,['Maven TLS Failure']
HubSpot-Singularity-96779834,1,['Insecure Link']
HubTurbo-HubTurbo-65187013,1,['Maven TLS Failure']
HubTurbo-HubTurbo-65187015,1,['Maven TLS Failure']
SonarSource-sonar-java-109803141,1,['Maven TLS Failure']
SonarSource-sonar-java-71271523,3,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs']"
SonarSource-sonar-java-72257409,3,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs']"
SonarSource-sonar-java-74910602,3,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs']"
SonarSource-sonar-java-78247403,3,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs']"
SonarSource-sonar-java-96953948,3,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs']"
SonarSource-sonar-java-76410855,3,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs']"
checkstyle-checkstyle-104953191,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-104953207,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
joyent-java-manta-100589610,2,"['Maven TLS Failure', 'Unavailable PPAs']"
checkstyle-checkstyle-105882652,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-111533243,2,"['Maven TLS Failure', 'Unavailable XML']"
joyent-java-manta-100589611,2,"['Maven TLS Failure', 'Unavailable PPAs']"
checkstyle-checkstyle-124354324,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-102599923,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-129475961,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-127801292,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-126959290,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-127801324,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-124049471,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
joyent-java-manta-98029385,1,['Maven TLS Failure']
checkstyle-checkstyle-191395927,2,"['Maven TLS Failure', 'Unavailable Ubuntu Release']"
junkdog-artemis-odb-72035852,4,"['Insecure Link', 'Insecure Link', 'Maven TLS Failure', 'Insecure Link']"
checkstyle-checkstyle-191395924,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-211109551,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-211109560,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-211109559,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-191395923,3,"['Maven TLS Failure', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-191395921,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-207680414,3,"['Maven TLS Failure', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-212813555,4,"['Maven TLS Failure', 'Unavailable Ubuntu Release', 'Insecure Link', 'Unavailable XML']"
checkstyle-checkstyle-217752215,3,"['Maven TLS Failure', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-196225838,3,"['Maven TLS Failure', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-191395929,2,"['Maven TLS Failure', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-221478418,3,"['Insecure Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-224761104,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-224761105,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-224761095,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-223747872,3,"['Insecure Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-224761106,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-224761108,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-224761101,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-224761103,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-256423080,1,['Insecure Link']
checkstyle-checkstyle-260466259,2,"['Insecure Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-220125100,3,"['Insecure Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-249314686,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-239038222,3,"['Insecure Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-255025364,2,"['Insecure Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-258300333,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-248927615,2,"['Maven TLS Failure', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-248927613,3,"['Insecure Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-249242866,3,"['Insecure Link', 'Unavailable Ubuntu Release', 'Unavailable XML']"
checkstyle-checkstyle-265751364,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-262835759,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-262835760,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-265751360,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-262835764,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-265751362,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-268149324,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-71538907,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-262835755,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-75715016,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-71762739,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-70405556,4,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-72232420,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-76005545,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-76005550,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-72389518,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-75699015,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-76005546,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-270800500,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-270800504,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-270800498,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-70686110,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-270800505,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-76005547,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-271781002,2,"['Maven TLS Failure', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-74097021,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-270800485,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-270800497,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-74845201,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-76005554,4,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-270800501,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-271270767,2,"['Insecure Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-270800499,3,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable Ubuntu Release']"
checkstyle-checkstyle-84922155,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-84922173,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
HubSpot-Baragon-79868237,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
checkstyle-checkstyle-84728667,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-88380922,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-88380905,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-84922157,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-96396724,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-90406879,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
HubSpot-Baragon-79868236,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
checkstyle-checkstyle-96396741,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-92362724,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-84922162,4,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-88377557,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-93947575,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-88384263,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-96396726,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-97668281,2,"['Maven TLS Failure', 'Unavailable XML']"
HubSpot-Baragon-79521978,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-79555905,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
checkstyle-checkstyle-97668276,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
HubSpot-Baragon-79555888,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
checkstyle-checkstyle-97668293,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-96396730,4,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-97732321,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
HubSpot-Baragon-79521982,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
checkstyle-checkstyle-97732338,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-97668278,4,"['Insecure Link', 'Deprecated CheckStyle Link', 'Unavailable PPAs', 'Unavailable XML']"
checkstyle-checkstyle-97732341,2,"['Maven TLS Failure', 'Unavailable XML']"
HubSpot-Baragon-198112051,1,['Maven TLS Failure']
checkstyle-checkstyle-97732322,2,"['Maven TLS Failure', 'Unavailable XML']"
checkstyle-checkstyle-97741009,2,"['Maven TLS Failure', 'Unavailable XML']"
HubSpot-Baragon-198094354,1,['Maven TLS Failure']
HubSpot-Baragon-79555904,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-198112025,1,['Maven TLS Failure']
HubSpot-Baragon-79868238,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
checkstyle-checkstyle-92362705,2,"['Maven TLS Failure', 'Unavailable XML']"
HubSpot-Baragon-79555886,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-104701567,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
checkstyle-checkstyle-99627124,2,"['Maven TLS Failure', 'Unavailable XML']"
HubSpot-Baragon-104701606,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-79521976,4,"['Unavailable NodeJS Installer', 'Insecure Link', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-79868247,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-104701564,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-80236778,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-79868248,3,"['Unavailable NodeJS Installer', 'Insecure Link', 'Incompatible NPM Package']"
HubSpot-Baragon-79868246,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-80236729,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-80236728,4,"['Unavailable NodeJS Installer', 'Insecure Link', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-83048552,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-80236759,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-83337311,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-83337307,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-83337306,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-87667749,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-80236757,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-86922674,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-80236758,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-80236779,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84971314,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-83048550,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-80701890,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-87667748,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84971316,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84971311,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-82788249,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-80701888,4,"['Insecure Link', 'Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84497580,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-82788285,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84298324,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-83756077,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84497609,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-85171213,4,"['Insecure Link', 'Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84497571,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-87667747,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84298249,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-85178971,3,"['Insecure Link', 'Unavailable NodeJS Installer', 'Incompatible NPM Package']"
HubSpot-Baragon-84497575,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-82788284,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84504604,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84298248,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-87667743,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89452860,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-86922673,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89452894,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89452859,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84497607,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-83755117,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89452911,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89452892,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89452889,4,"['Insecure Link', 'Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-85178970,4,"['Insecure Link', 'Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-86911488,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-85178941,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-85178968,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84298322,4,"['Insecure Link', 'Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89452862,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84497608,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84497573,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84497578,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-84497579,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-86911487,4,"['Insecure Link', 'Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-86922672,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-91888798,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89270057,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89269891,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89270339,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89269852,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-88403496,4,"['Unavailable NodeJS Installer', 'Insecure Link', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89270049,4,"['Unavailable NodeJS Installer', 'Insecure Link', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89269847,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89270046,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-91888816,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-88403497,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-86911522,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-91888815,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89270336,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-89269887,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-91888814,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
HubSpot-Baragon-91888796,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
openmicroscopy-bioformats-172817858,3,"['Insecure Link', 'Maven TLS Failure', 'Unavailable PPAs']"
HubSpot-Baragon-87667744,3,"['Unavailable NodeJS Installer', 'Maven TLS Failure', 'Incompatible NPM Package']"
Nukkit-Nukkit-218317961,2,"['Insecure Link', 'Unavailable PPAs']"
apache-struts-261704953,1,['Maven TLS Failure']
google-closure-compiler-97793256,2,"['Maven TLS Failure', 'Unavailable PPAs']"
raphw-byte-buddy-122552466,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-103907057,2,"['Unavailable JDK Version', 'Maven TLS Failure']"
raphw-byte-buddy-123161188,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
google-closure-compiler-172459863,2,"['Maven TLS Failure', 'Unavailable PPAs']"
raphw-byte-buddy-122630629,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-122552469,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-122614669,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-122630631,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123161190,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-122614667,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-122552470,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-122614658,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123161193,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123161191,4,"['Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
raphw-byte-buddy-123642637,5,"['Insecure Link', 'Unavailable JDK Version', 'Maven TLS Failure', 'Unavailable PPAs', 'Unavailable Ubuntu Release']"
